,age,age_bin,job,marital,education,points,y
464,36,"(33.0, 37.0]",services,single,primary,4,no
465,57,"(54.0, 95.0]",retired,single,secondary,6,no
466,36,"(33.0, 37.0]",admin.,single,secondary,3,no
467,50,"(47.0, 54.0]",blue-collar,married,primary,4,no
468,55,"(54.0, 95.0]",blue-collar,married,secondary,4,no
469,44,"(41.0, 47.0]",self-employed,married,tertiary,5,no
470,44,"(41.0, 47.0]",services,divorced,secondary,5,no
471,39,"(37.0, 41.0]",housemaid,single,primary,4,no
472,46,"(41.0, 47.0]",blue-collar,married,unknown,6,no
473,39,"(37.0, 41.0]",blue-collar,married,secondary,6,no
474,34,"(33.0, 37.0]",admin.,married,secondary,7,yes
475,40,"(37.0, 41.0]",blue-collar,married,primary,5,no
476,50,"(47.0, 54.0]",management,married,tertiary,6,no
477,31,"(30.0, 33.0]",management,single,secondary,5,no
478,37,"(33.0, 37.0]",admin.,single,secondary,4,no
479,39,"(37.0, 41.0]",management,single,secondary,7,no
480,51,"(47.0, 54.0]",blue-collar,married,primary,6,no
481,41,"(37.0, 41.0]",technician,married,secondary,6,no
482,41,"(37.0, 41.0]",technician,married,secondary,5,no
483,43,"(41.0, 47.0]",blue-collar,married,secondary,4,no
484,30,"(17.999, 30.0]",services,single,secondary,4,no
485,54,"(47.0, 54.0]",management,divorced,primary,4,no
486,43,"(41.0, 47.0]",blue-collar,divorced,secondary,3,no
487,59,"(54.0, 95.0]",management,divorced,tertiary,2,no
488,47,"(41.0, 47.0]",technician,married,unknown,4,no
489,40,"(37.0, 41.0]",blue-collar,married,primary,3,no
490,32,"(30.0, 33.0]",technician,married,secondary,3,no
491,29,"(17.999, 30.0]",blue-collar,married,secondary,3,no
492,36,"(33.0, 37.0]",blue-collar,married,secondary,3,no
493,55,"(54.0, 95.0]",unemployed,married,tertiary,8,no
494,30,"(17.999, 30.0]",blue-collar,divorced,secondary,3,no
495,39,"(37.0, 41.0]",admin.,single,secondary,3,no
496,39,"(37.0, 41.0]",blue-collar,divorced,secondary,4,no
497,50,"(47.0, 54.0]",blue-collar,divorced,secondary,4,no
498,44,"(41.0, 47.0]",blue-collar,married,secondary,3,no
499,37,"(33.0, 37.0]",technician,single,secondary,3,no
500,46,"(41.0, 47.0]",admin.,married,primary,4,no
501,32,"(30.0, 33.0]",technician,single,unknown,4,no
502,37,"(33.0, 37.0]",management,single,tertiary,3,no
503,29,"(17.999, 30.0]",blue-collar,married,secondary,3,no
504,41,"(37.0, 41.0]",blue-collar,married,secondary,6,no
505,45,"(41.0, 47.0]",blue-collar,married,primary,6,no
506,57,"(54.0, 95.0]",retired,divorced,secondary,3,no
507,48,"(47.0, 54.0]",blue-collar,single,secondary,4,no
508,60,"(54.0, 95.0]",retired,married,secondary,3,no
509,26,"(17.999, 30.0]",admin.,single,secondary,6,no
510,58,"(54.0, 95.0]",retired,married,secondary,7,no
511,34,"(33.0, 37.0]",admin.,married,secondary,5,no
512,55,"(54.0, 95.0]",unemployed,divorced,secondary,5,yes
513,41,"(37.0, 41.0]",blue-collar,married,primary,2,no
514,50,"(47.0, 54.0]",management,divorced,secondary,6,no
515,49,"(47.0, 54.0]",entrepreneur,married,secondary,3,no
516,44,"(41.0, 47.0]",admin.,married,unknown,4,no
517,44,"(41.0, 47.0]",blue-collar,married,primary,4,no
518,31,"(30.0, 33.0]",technician,married,secondary,2,no
519,34,"(33.0, 37.0]",blue-collar,single,tertiary,6,no
520,46,"(41.0, 47.0]",management,single,unknown,6,no
521,42,"(41.0, 47.0]",management,married,tertiary,7,no
522,52,"(47.0, 54.0]",admin.,married,secondary,5,no
523,29,"(17.999, 30.0]",management,single,tertiary,3,no
524,53,"(47.0, 54.0]",retired,married,primary,4,no
525,43,"(41.0, 47.0]",blue-collar,married,secondary,6,no
526,38,"(37.0, 41.0]",management,married,secondary,5,no
527,46,"(41.0, 47.0]",management,married,tertiary,5,no
528,48,"(47.0, 54.0]",management,divorced,unknown,5,no
529,30,"(17.999, 30.0]",admin.,divorced,secondary,3,no
530,44,"(41.0, 47.0]",blue-collar,married,primary,5,no
531,31,"(30.0, 33.0]",housemaid,married,primary,4,no
532,42,"(41.0, 47.0]",services,single,secondary,5,no
533,40,"(37.0, 41.0]",management,single,tertiary,7,no
534,52,"(47.0, 54.0]",admin.,married,secondary,6,no
535,45,"(41.0, 47.0]",blue-collar,divorced,secondary,6,no
536,48,"(47.0, 54.0]",blue-collar,married,secondary,4,no
537,45,"(41.0, 47.0]",blue-collar,married,primary,3,no
538,34,"(33.0, 37.0]",blue-collar,married,unknown,4,no
539,34,"(33.0, 37.0]",blue-collar,married,primary,3,no
540,46,"(41.0, 47.0]",blue-collar,married,secondary,4,no
541,49,"(47.0, 54.0]",services,divorced,secondary,5,no
542,50,"(47.0, 54.0]",technician,married,primary,4,no
543,34,"(33.0, 37.0]",admin.,single,secondary,3,no
544,40,"(37.0, 41.0]",unemployed,single,secondary,3,no
545,36,"(33.0, 37.0]",admin.,married,secondary,5,no
546,59,"(54.0, 95.0]",blue-collar,divorced,unknown,4,no
547,45,"(41.0, 47.0]",blue-collar,married,secondary,4,no
548,36,"(33.0, 37.0]",self-employed,married,tertiary,4,no
549,56,"(54.0, 95.0]",services,married,secondary,5,no
550,42,"(41.0, 47.0]",services,divorced,secondary,4,no
551,30,"(17.999, 30.0]",admin.,married,secondary,4,no
552,30,"(17.999, 30.0]",student,single,tertiary,4,no
553,47,"(41.0, 47.0]",self-employed,married,unknown,6,no
554,33,"(30.0, 33.0]",blue-collar,married,secondary,3,no
555,36,"(33.0, 37.0]",admin.,married,secondary,3,no
556,39,"(37.0, 41.0]",services,divorced,primary,5,no
557,56,"(54.0, 95.0]",admin.,divorced,secondary,6,no
558,39,"(37.0, 41.0]",blue-collar,divorced,unknown,4,no
559,42,"(41.0, 47.0]",technician,married,secondary,5,no
560,52,"(47.0, 54.0]",blue-collar,married,secondary,8,no
561,36,"(33.0, 37.0]",admin.,divorced,secondary,4,no
562,35,"(33.0, 37.0]",entrepreneur,married,secondary,3,no
563,47,"(41.0, 47.0]",technician,married,secondary,4,no
564,59,"(54.0, 95.0]",services,divorced,secondary,2,no
565,57,"(54.0, 95.0]",blue-collar,married,primary,6,no
566,38,"(37.0, 41.0]",management,married,unknown,6,no
567,46,"(41.0, 47.0]",unemployed,married,secondary,3,no
568,34,"(33.0, 37.0]",blue-collar,married,secondary,4,no
569,28,"(17.999, 30.0]",services,single,secondary,7,yes
570,38,"(37.0, 41.0]",technician,married,unknown,5,no
571,56,"(54.0, 95.0]",blue-collar,married,secondary,6,no
572,41,"(37.0, 41.0]",blue-collar,single,primary,1,no
573,52,"(47.0, 54.0]",technician,married,unknown,4,no
574,54,"(47.0, 54.0]",services,married,secondary,5,no
575,61,"(54.0, 95.0]",retired,married,secondary,3,no
576,53,"(47.0, 54.0]",entrepreneur,married,secondary,6,no
577,47,"(41.0, 47.0]",technician,married,secondary,3,no
578,53,"(47.0, 54.0]",blue-collar,married,primary,4,no
579,46,"(41.0, 47.0]",services,married,secondary,4,no
580,39,"(37.0, 41.0]",blue-collar,divorced,primary,3,no
581,56,"(54.0, 95.0]",technician,divorced,secondary,4,no
582,55,"(54.0, 95.0]",services,divorced,primary,7,no
583,44,"(41.0, 47.0]",management,married,tertiary,3,no
584,37,"(33.0, 37.0]",technician,married,primary,3,no
585,35,"(33.0, 37.0]",blue-collar,married,primary,3,no
586,55,"(54.0, 95.0]",blue-collar,married,secondary,6,no
587,37,"(33.0, 37.0]",services,married,secondary,5,no
588,30,"(17.999, 30.0]",technician,single,secondary,3,no
589,37,"(33.0, 37.0]",blue-collar,married,primary,2,no
590,36,"(33.0, 37.0]",technician,single,secondary,3,no
591,38,"(37.0, 41.0]",technician,married,secondary,5,no
592,41,"(37.0, 41.0]",admin.,divorced,primary,7,no
593,48,"(47.0, 54.0]",retired,married,secondary,4,no
594,55,"(54.0, 95.0]",services,divorced,secondary,4,no
595,28,"(17.999, 30.0]",services,divorced,secondary,5,no
596,54,"(47.0, 54.0]",services,married,secondary,2,no
597,30,"(17.999, 30.0]",blue-collar,married,secondary,6,no
598,48,"(47.0, 54.0]",technician,married,tertiary,6,no
599,31,"(30.0, 33.0]",self-employed,married,secondary,3,no
600,38,"(37.0, 41.0]",blue-collar,married,secondary,5,no
601,37,"(33.0, 37.0]",blue-collar,married,secondary,5,no
602,37,"(33.0, 37.0]",services,single,unknown,3,no
603,56,"(54.0, 95.0]",blue-collar,married,primary,2,no
604,51,"(47.0, 54.0]",blue-collar,married,secondary,3,no
605,39,"(37.0, 41.0]",blue-collar,married,secondary,4,no
606,49,"(47.0, 54.0]",technician,married,unknown,4,no
607,51,"(47.0, 54.0]",blue-collar,married,primary,4,no
608,43,"(41.0, 47.0]",self-employed,married,secondary,6,no
609,32,"(30.0, 33.0]",services,married,secondary,3,no
610,29,"(17.999, 30.0]",technician,single,tertiary,5,no
611,48,"(47.0, 54.0]",management,divorced,tertiary,6,no
612,55,"(54.0, 95.0]",services,married,primary,4,no
613,53,"(47.0, 54.0]",blue-collar,married,secondary,7,no
614,47,"(41.0, 47.0]",technician,married,unknown,7,no
615,39,"(37.0, 41.0]",management,married,tertiary,7,no
616,31,"(30.0, 33.0]",blue-collar,single,tertiary,3,no
617,39,"(37.0, 41.0]",blue-collar,married,primary,7,no
618,40,"(37.0, 41.0]",blue-collar,married,primary,7,no
619,40,"(37.0, 41.0]",technician,single,unknown,3,no
620,48,"(47.0, 54.0]",technician,married,secondary,5,no
621,33,"(30.0, 33.0]",technician,divorced,secondary,2,no
622,40,"(37.0, 41.0]",technician,married,secondary,4,no
623,59,"(54.0, 95.0]",retired,married,primary,3,no
624,30,"(17.999, 30.0]",technician,married,secondary,5,yes
625,31,"(30.0, 33.0]",management,single,tertiary,6,no
626,35,"(33.0, 37.0]",unemployed,married,secondary,5,no
627,54,"(47.0, 54.0]",technician,divorced,secondary,3,no
628,34,"(33.0, 37.0]",admin.,single,unknown,7,no
629,32,"(30.0, 33.0]",technician,married,secondary,3,no
630,56,"(54.0, 95.0]",admin.,divorced,unknown,7,no
631,32,"(30.0, 33.0]",admin.,single,tertiary,5,no
632,42,"(41.0, 47.0]",blue-collar,married,primary,3,no
633,33,"(30.0, 33.0]",services,married,tertiary,5,no
634,52,"(47.0, 54.0]",entrepreneur,married,tertiary,2,no
635,52,"(47.0, 54.0]",services,married,secondary,6,no
636,52,"(47.0, 54.0]",blue-collar,divorced,primary,2,no
637,30,"(17.999, 30.0]",unemployed,divorced,secondary,6,no
638,44,"(41.0, 47.0]",services,divorced,secondary,3,no
639,35,"(33.0, 37.0]",admin.,married,secondary,3,no
640,55,"(54.0, 95.0]",management,single,secondary,4,no
641,33,"(30.0, 33.0]",blue-collar,married,primary,5,no
642,37,"(33.0, 37.0]",blue-collar,single,secondary,4,no
643,42,"(41.0, 47.0]",technician,single,secondary,3,no
644,43,"(41.0, 47.0]",unemployed,married,secondary,3,no
645,38,"(37.0, 41.0]",entrepreneur,married,tertiary,6,no
646,37,"(33.0, 37.0]",technician,married,secondary,3,no
647,31,"(30.0, 33.0]",student,single,secondary,4,no
648,41,"(37.0, 41.0]",management,married,tertiary,4,no
649,41,"(37.0, 41.0]",technician,married,secondary,2,no
650,29,"(17.999, 30.0]",student,single,secondary,4,no
651,38,"(37.0, 41.0]",admin.,single,secondary,4,no
652,44,"(41.0, 47.0]",self-employed,divorced,tertiary,3,no
653,39,"(37.0, 41.0]",admin.,married,secondary,4,no
654,28,"(17.999, 30.0]",technician,single,secondary,5,no
655,33,"(30.0, 33.0]",blue-collar,married,secondary,3,no
656,41,"(37.0, 41.0]",services,married,unknown,4,no
657,40,"(37.0, 41.0]",blue-collar,married,primary,2,no
658,29,"(17.999, 30.0]",admin.,married,secondary,3,no
659,38,"(37.0, 41.0]",management,married,unknown,6,no
660,32,"(30.0, 33.0]",admin.,married,tertiary,5,no
661,45,"(41.0, 47.0]",services,married,secondary,6,no
662,33,"(30.0, 33.0]",admin.,single,secondary,4,no
663,34,"(33.0, 37.0]",blue-collar,married,secondary,6,no
664,41,"(37.0, 41.0]",entrepreneur,married,unknown,4,no
665,41,"(37.0, 41.0]",blue-collar,married,secondary,4,no
666,35,"(33.0, 37.0]",admin.,single,secondary,4,no
667,40,"(37.0, 41.0]",technician,single,secondary,4,no
668,60,"(54.0, 95.0]",self-employed,married,primary,4,no
669,47,"(41.0, 47.0]",services,divorced,secondary,4,no
670,46,"(41.0, 47.0]",blue-collar,married,primary,5,no
671,31,"(30.0, 33.0]",blue-collar,single,secondary,3,no
672,49,"(47.0, 54.0]",self-employed,married,secondary,3,no
673,29,"(17.999, 30.0]",blue-collar,married,secondary,4,no
674,31,"(30.0, 33.0]",management,single,tertiary,3,no
675,38,"(37.0, 41.0]",management,married,tertiary,5,no
676,37,"(33.0, 37.0]",blue-collar,married,primary,3,no
677,35,"(33.0, 37.0]",technician,married,secondary,3,no
678,31,"(30.0, 33.0]",management,single,secondary,6,no
679,41,"(37.0, 41.0]",admin.,married,secondary,3,no
680,46,"(41.0, 47.0]",services,married,unknown,4,no
681,40,"(37.0, 41.0]",services,divorced,secondary,4,no
682,29,"(17.999, 30.0]",admin.,married,secondary,3,no
683,49,"(47.0, 54.0]",admin.,married,secondary,4,no
684,42,"(41.0, 47.0]",management,married,tertiary,3,no
685,54,"(47.0, 54.0]",services,married,secondary,5,no
686,40,"(37.0, 41.0]",management,single,tertiary,4,no
687,53,"(47.0, 54.0]",admin.,married,secondary,3,no
688,49,"(47.0, 54.0]",management,married,tertiary,4,no
689,40,"(37.0, 41.0]",blue-collar,married,primary,2,no
690,29,"(17.999, 30.0]",student,single,secondary,6,no
691,36,"(33.0, 37.0]",blue-collar,married,primary,4,no
692,37,"(33.0, 37.0]",technician,married,secondary,6,no
693,39,"(37.0, 41.0]",services,married,secondary,6,no
694,36,"(33.0, 37.0]",technician,married,secondary,4,yes
695,44,"(41.0, 47.0]",entrepreneur,married,tertiary,6,no
696,40,"(37.0, 41.0]",admin.,married,secondary,3,no
697,49,"(47.0, 54.0]",blue-collar,married,secondary,4,no
698,30,"(17.999, 30.0]",technician,single,unknown,3,no
699,57,"(54.0, 95.0]",management,married,tertiary,7,no
700,24,"(17.999, 30.0]",services,single,secondary,3,no
701,46,"(41.0, 47.0]",blue-collar,married,unknown,5,no
702,33,"(30.0, 33.0]",admin.,married,secondary,4,no
703,43,"(41.0, 47.0]",services,divorced,secondary,3,no
704,43,"(41.0, 47.0]",admin.,single,secondary,3,no
705,40,"(37.0, 41.0]",blue-collar,divorced,primary,6,no
706,44,"(41.0, 47.0]",technician,single,unknown,4,no
707,35,"(33.0, 37.0]",technician,single,tertiary,3,no
708,47,"(41.0, 47.0]",technician,married,secondary,5,no
709,33,"(30.0, 33.0]",blue-collar,married,secondary,5,no
710,31,"(30.0, 33.0]",admin.,married,secondary,2,no
711,40,"(37.0, 41.0]",blue-collar,divorced,secondary,3,no
712,36,"(33.0, 37.0]",entrepreneur,married,tertiary,4,no
713,56,"(54.0, 95.0]",retired,divorced,primary,3,no
714,40,"(37.0, 41.0]",admin.,single,unknown,5,no
715,41,"(37.0, 41.0]",admin.,divorced,secondary,5,no
716,53,"(47.0, 54.0]",retired,married,secondary,5,no
717,39,"(37.0, 41.0]",blue-collar,married,secondary,5,no
718,44,"(41.0, 47.0]",blue-collar,divorced,secondary,5,no
719,38,"(37.0, 41.0]",admin.,married,secondary,7,no
720,54,"(47.0, 54.0]",technician,divorced,secondary,4,no
721,58,"(54.0, 95.0]",management,married,tertiary,4,no
722,52,"(47.0, 54.0]",blue-collar,married,primary,4,no
723,28,"(17.999, 30.0]",admin.,single,secondary,4,no
724,36,"(33.0, 37.0]",blue-collar,married,secondary,5,no
725,60,"(54.0, 95.0]",retired,married,primary,5,no
726,42,"(41.0, 47.0]",services,divorced,secondary,4,no
727,42,"(41.0, 47.0]",admin.,married,secondary,4,no
728,44,"(41.0, 47.0]",management,married,tertiary,4,no
729,51,"(47.0, 54.0]",blue-collar,divorced,primary,5,no
730,49,"(47.0, 54.0]",blue-collar,married,primary,4,no
731,47,"(41.0, 47.0]",entrepreneur,married,unknown,4,no
732,37,"(33.0, 37.0]",blue-collar,married,secondary,4,no
733,34,"(33.0, 37.0]",management,married,tertiary,4,no
734,35,"(33.0, 37.0]",services,married,secondary,4,no
735,35,"(33.0, 37.0]",blue-collar,single,secondary,4,no
736,40,"(37.0, 41.0]",blue-collar,married,primary,3,no
737,55,"(54.0, 95.0]",technician,married,secondary,4,no
738,55,"(54.0, 95.0]",retired,married,secondary,4,no
739,35,"(33.0, 37.0]",management,single,tertiary,5,no
740,57,"(54.0, 95.0]",blue-collar,married,primary,4,no
741,53,"(47.0, 54.0]",management,married,tertiary,4,no
742,41,"(37.0, 41.0]",blue-collar,married,primary,5,no
743,57,"(54.0, 95.0]",blue-collar,married,unknown,6,no
744,45,"(41.0, 47.0]",blue-collar,married,unknown,4,no
745,43,"(41.0, 47.0]",blue-collar,married,primary,6,no
746,56,"(54.0, 95.0]",self-employed,married,unknown,4,no
747,31,"(30.0, 33.0]",entrepreneur,married,tertiary,5,no
748,37,"(33.0, 37.0]",blue-collar,single,secondary,4,no
749,30,"(17.999, 30.0]",management,married,tertiary,4,no
750,30,"(17.999, 30.0]",admin.,single,secondary,4,no
751,54,"(47.0, 54.0]",blue-collar,married,secondary,4,no
752,36,"(33.0, 37.0]",management,married,tertiary,4,no
753,55,"(54.0, 95.0]",unemployed,married,tertiary,6,no
754,37,"(33.0, 37.0]",admin.,single,secondary,4,no
755,38,"(37.0, 41.0]",housemaid,married,secondary,3,no
756,48,"(47.0, 54.0]",admin.,married,secondary,7,no
757,55,"(54.0, 95.0]",housemaid,divorced,tertiary,7,no
758,59,"(54.0, 95.0]",services,married,secondary,4,no
759,37,"(33.0, 37.0]",technician,married,secondary,3,no
760,33,"(30.0, 33.0]",blue-collar,divorced,secondary,5,no
761,44,"(41.0, 47.0]",blue-collar,married,primary,4,no
762,57,"(54.0, 95.0]",technician,married,secondary,5,no
763,30,"(17.999, 30.0]",self-employed,single,tertiary,7,no
764,42,"(41.0, 47.0]",technician,married,tertiary,3,no
765,51,"(47.0, 54.0]",blue-collar,divorced,secondary,5,no
766,44,"(41.0, 47.0]",admin.,divorced,secondary,4,no
767,46,"(41.0, 47.0]",technician,married,secondary,5,no
768,29,"(17.999, 30.0]",student,single,secondary,4,no
769,39,"(37.0, 41.0]",blue-collar,married,primary,4,no
770,42,"(41.0, 47.0]",services,married,secondary,3,no
771,50,"(47.0, 54.0]",blue-collar,married,primary,4,no
772,42,"(41.0, 47.0]",technician,single,secondary,3,no
773,39,"(37.0, 41.0]",admin.,married,secondary,3,no
774,55,"(54.0, 95.0]",technician,single,tertiary,4,no
775,46,"(41.0, 47.0]",services,married,secondary,4,no
776,42,"(41.0, 47.0]",blue-collar,married,secondary,4,no
777,45,"(41.0, 47.0]",management,married,tertiary,4,no
778,43,"(41.0, 47.0]",blue-collar,married,primary,3,no
779,42,"(41.0, 47.0]",admin.,married,secondary,5,no
780,30,"(17.999, 30.0]",admin.,married,secondary,4,no
781,47,"(41.0, 47.0]",blue-collar,married,secondary,6,no
782,51,"(47.0, 54.0]",services,divorced,secondary,3,no
783,38,"(37.0, 41.0]",technician,single,secondary,4,no
784,57,"(54.0, 95.0]",technician,married,unknown,6,no
785,42,"(41.0, 47.0]",management,divorced,tertiary,4,no
786,32,"(30.0, 33.0]",technician,divorced,secondary,3,no
787,46,"(41.0, 47.0]",management,married,tertiary,4,no
788,29,"(17.999, 30.0]",student,single,tertiary,4,no
789,59,"(54.0, 95.0]",retired,married,secondary,6,no
790,32,"(30.0, 33.0]",blue-collar,single,secondary,5,no
791,44,"(41.0, 47.0]",blue-collar,married,primary,5,no
792,40,"(37.0, 41.0]",retired,married,primary,5,no
793,31,"(30.0, 33.0]",blue-collar,single,secondary,4,no
794,46,"(41.0, 47.0]",self-employed,married,tertiary,7,no
795,43,"(41.0, 47.0]",management,married,tertiary,4,no
796,34,"(33.0, 37.0]",services,married,secondary,4,no
797,39,"(37.0, 41.0]",management,married,tertiary,5,no
798,30,"(17.999, 30.0]",blue-collar,divorced,secondary,3,no
799,56,"(54.0, 95.0]",retired,married,secondary,3,no
800,29,"(17.999, 30.0]",technician,married,secondary,4,no
801,40,"(37.0, 41.0]",blue-collar,divorced,secondary,4,no
802,36,"(33.0, 37.0]",services,married,secondary,4,no
803,37,"(33.0, 37.0]",blue-collar,single,secondary,4,no
804,35,"(33.0, 37.0]",admin.,married,secondary,4,no
805,35,"(33.0, 37.0]",blue-collar,married,primary,2,no
806,47,"(41.0, 47.0]",services,married,primary,4,no
807,31,"(30.0, 33.0]",services,married,secondary,5,no
808,56,"(54.0, 95.0]",retired,single,primary,4,no
809,57,"(54.0, 95.0]",technician,married,secondary,5,no
810,36,"(33.0, 37.0]",blue-collar,married,secondary,3,no
811,45,"(41.0, 47.0]",self-employed,divorced,secondary,3,no
812,47,"(41.0, 47.0]",blue-collar,married,unknown,6,no
813,29,"(17.999, 30.0]",technician,single,tertiary,3,no
814,57,"(54.0, 95.0]",services,married,secondary,4,no
815,45,"(41.0, 47.0]",blue-collar,married,primary,4,no
816,31,"(30.0, 33.0]",blue-collar,single,primary,5,no
817,31,"(30.0, 33.0]",management,divorced,tertiary,3,no
818,37,"(33.0, 37.0]",technician,single,tertiary,5,no
819,30,"(17.999, 30.0]",technician,single,tertiary,3,no
820,58,"(54.0, 95.0]",services,divorced,secondary,5,no
821,33,"(30.0, 33.0]",services,married,secondary,5,no
822,39,"(37.0, 41.0]",blue-collar,married,primary,6,no
823,33,"(30.0, 33.0]",blue-collar,single,primary,4,no
824,34,"(33.0, 37.0]",services,married,secondary,5,no
